Img_path, Caption, Score
sub_data/images/763789.png,a small house on a rocky shore with trees in the background,5.593955993652344
sub_data/images/759654.png,a baby goat walking across a field,5.126399517059326
sub_data/images/120539.png,a woman with long hair,5.74311637878418
sub_data/images/445024.png,barbed fence with a blue sky in the background,5.1190080642700195
sub_data/images/680164.png,a black and white photo of a mountain,6.06654691696167
sub_data/images/135266.png,an old car is sitting in the grass,5.331289768218994
sub_data/images/388931.png,a humming bird sitting on a branch,5.817384719848633
sub_data/images/773811.png,a man in a hoodie holding a light saber,5.565522193908691
sub_data/images/75042.png,a large passenger jet flying through a blue sky,4.946603775024414
sub_data/images/180208.png,a beach with waves and palm trees,5.602035045623779
sub_data/images/202991.png,a woman swinging a bat at a baseball game,5.025615692138672
sub_data/images/948823.png,a windmill in the field,6.236711025238037
sub_data/images/75973.png,a slice of lemon,5.44478702545166
sub_data/images/946528.png,a woman sitting on a chair in a room,5.6108856201171875
sub_data/images/693025.png,a body of water,5.915924072265625
sub_data/images/270608.png,a small frog sitting on a roof,4.548175811767578
sub_data/images/312154.png,a fountain with water,5.49418830871582
sub_data/images/414869.png,a close up of a train wheel with a metal handle,5.395203590393066
sub_data/images/368419.png,a large building with a clock on top,4.866308689117432
sub_data/images/26829.png,a girl holding a white flower in her hand,5.4750142097473145
sub_data/images/69253.png,a cloudy sky,4.807919025421143
sub_data/images/824183.png,a man with no shirt,5.507707595825195
sub_data/images/351062.png,a drop of water is seen in this image,4.6631622314453125
sub_data/images/907766.png,a deer standing in a field of dry grass,4.947147846221924
sub_data/images/925894.png,a man and a dog,5.459569931030273
sub_data/images/633492.png,a sign on the side of a building that says post,4.76731538772583
sub_data/images/848734.png,a small hole in the sand on a beach,6.109008312225342
sub_data/images/938979.png,a red flower with green leaves on a black background,5.7305169105529785
sub_data/images/957266.png,a girl with a black umbrella,5.578526496887207
sub_data/images/228295.png,a trail through the woods with a sign,4.923225402832031
sub_data/images/436866.png,a woman looking at a display of earrings,5.61497163772583
sub_data/images/448482.png,a statue of a man,5.295886516571045
sub_data/images/202046.png,a group of young children playing soccer on a field,5.255428314208984
sub_data/images/756034.png,a cloudy sky with a sunbeam in the middle,5.953285217285156
sub_data/images/830726.png,a lighthouse on the beach with a cloudy sky,6.255363941192627
sub_data/images/784250.png,a woman with red hair,4.735695838928223
sub_data/images/253824.png,a close up of a motorcycle seat with a sign,4.646081447601318
sub_data/images/446696.png,a cake with a candle lit on it,5.125638961791992
sub_data/images/82543.png,peaches at the market,4.596012592315674
sub_data/images/69785.png,the water is flowing down the river,5.057081699371338
sub_data/images/178004.png,a flock of birds flying in the sky,5.602860927581787
sub_data/images/252336.png,the interior of a church with a blue sky overhead,6.6921610832214355
sub_data/images/926167.png,a dog sitting on a window sie,5.3682050704956055
sub_data/images/40054.png,a sign on a road,5.171004772186279
sub_data/images/175807.png,a dog looking out a window,5.543890476226807
sub_data/images/245481.png,a boat is docked in a small pond,4.277309894561768
sub_data/images/242050.png,a small lake surrounded by trees with yellow leaves,5.351031303405762
sub_data/images/390292.png,a close up of a flower with a fuzzy fuzzy face,4.960146903991699
sub_data/images/403344.png,a bird flying over a body of water,5.736713886260986
sub_data/images/467409.png,a bunch of carrots,5.433218002319336
sub_data/images/442142.png,a long hallway with a long ceiling and a long wall,5.496315956115723
sub_data/images/480483.png,a drop of water on a branch with red and yellow flowers,5.503902435302734
sub_data/images/215790.png,a small metal object on the sand,4.892172813415527
sub_data/images/527447.png,a duck swimming in a pool,5.4381561279296875
sub_data/images/446271.png,a dog behind a fence looking at the camera,5.367267608642578
sub_data/images/245126.png,a lake surrounded by trees,6.093825817108154
sub_data/images/578719.png,a bird eating a flower,6.302635669708252
sub_data/images/474637.png,a glass filled with ice and water,5.35172176361084
sub_data/images/423300.png,a bridge over a river,6.002340793609619
sub_data/images/15641.png,a clock tower on a building with a blue sky in the background,5.3083391189575195
sub_data/images/126250.png,a black and white photo of a rock formation,5.071845054626465
sub_data/images/778404.png,a butterfly sitting on a leaf in the sun,5.840993404388428
sub_data/images/913796.png,a woman in a pink dress standing in a pile of twigs,5.067282676696777
sub_data/images/368034.png,a flower with a red stem,5.632927417755127
sub_data/images/308277.png,a violin with a bow,5.446268081665039
sub_data/images/412195.png,a park at night,5.1680908203125
sub_data/images/133581.png,a bird is sitting on the edge of a window,4.3899126052856445
sub_data/images/308167.png,a man is holding a cell in his hand,4.7136101722717285
sub_data/images/560446.png,a person holding a sign with a heart on it,4.199010372161865
sub_data/images/740550.png,a person wearing a mask with a hood on,5.579798221588135
sub_data/images/126300.png,a view of the ocean and rocks in the distance,5.663379669189453
sub_data/images/498276.png,a woman with a headband and a white dress,5.170964241027832
sub_data/images/348415.png,a baby elephant,4.734657287597656
sub_data/images/339269.png,a large building with a bunch of windows,5.907588958740234
sub_data/images/636165.png,a man standing on a rocky area with a sun in the background,5.948130130767822
sub_data/images/892049.png,a palm tree,5.43070125579834
sub_data/images/50939.png,a small plane is parked on the runway,5.008601188659668
sub_data/images/61805.png,a bowl of jelly beans,5.218255043029785
sub_data/images/436500.png,a sunset view of the power towers in the town of la,5.470481872558594
sub_data/images/754679.png,a sunset view,5.701679229736328
sub_data/images/614387.png,a white bird flying in the sky,5.820936679840088
sub_data/images/338739.png,a close up of a fly on a red background,5.476474285125732
sub_data/images/762291.png,a sunset view of a snow covered hill,5.651711463928223
sub_data/images/838486.png,a building with a clock on the side,5.641809463500977
sub_data/images/503789.png,a col of a city at night with a full moon,4.866830825805664
sub_data/images/230141.png,a busy highway with lots of traffic,4.794147968292236
sub_data/images/906588.png,a person laying on the beach with a surfboard,5.465911865234375
sub_data/images/329690.png,a bridge over a river with a city in the background,5.984795093536377
sub_data/images/874110.png,a black and white photo of a waterfall,5.410299301147461
sub_data/images/498704.png,two small planes are flying in the air,5.0397515296936035
sub_data/images/208375.png,a small boat is docked on a dock,5.434914588928223
sub_data/images/676763.png,leaves in black and white,4.808305740356445
sub_data/images/68370.png,a row of bikes,4.770084857940674
sub_data/images/953625.png,a black and white photo of a town,5.277411460876465
sub_data/images/396007.png,a man taking a picture,5.45229434967041
sub_data/images/292191.png,a close up of a piece of wood with rust,5.245784759521484
sub_data/images/701141.png,the sky is dark,5.380983352661133
sub_data/images/490308.png,a baby holding a carrot,5.346139907836914
sub_data/images/102328.png,a white ipod on a wooden table,4.430746555328369
sub_data/images/815636.png,a close up of a metal sculpture with a green and blue glass,5.288276195526123
sub_data/images/5138.png,a man kicking a soccer ball on a field,4.5699687004089355
sub_data/images/726337.png,a man wearing a baseball cap,5.092318534851074
sub_data/images/69898.png,a woman sitting on a chair with a child,4.304311275482178
sub_data/images/569050.png,a green - winged dragonfly flies over the ground,5.360414028167725
sub_data/images/763723.png,a pile of apples,5.065045356750488
sub_data/images/926236.png,a dog is laying in the snow,5.531495094299316
sub_data/images/440969.png,a woman holding a paintbrush and a paintbrush,4.436824798583984
sub_data/images/26225.png,a field with hay bales and a barn in the distance,5.338637828826904
sub_data/images/778558.png,a woman with a red dress and a green strawberry in her mouth,6.112469673156738
sub_data/images/883490.png,a yellow flower in the middle of a field,5.142311096191406
sub_data/images/829690.png,a young girl taking a picture with a camera,5.590211868286133
sub_data/images/762174.png,a cat sitting on a table looking up,5.16567325592041
sub_data/images/816237.png,a close up of a glass filled with ice,5.265409469604492
sub_data/images/274374.png,a sign that says, ya love, aro,4.334142684936523
sub_data/images/532584.png,a small plant with a leaf on it,5.457690238952637
sub_data/images/764566.png,a small dog with a pink background,5.109626293182373
sub_data/images/633760.png,a building with a bunch of plants growing out of it,5.695293426513672
sub_data/images/127817.png,frosty grass in the sun,5.311426639556885
sub_data/images/711444.png,a pink calculaant with a pen and a calculaant,5.098294258117676
sub_data/images/39383.png,a yellow kayakle in the water,4.405516624450684
sub_data/images/740061.png,a crowd of people raising their hands in the air,5.496578693389893
sub_data/images/489344.png,a close up of a dany plant,5.741189002990723
sub_data/images/366082.png,a green snake is laying on the floor,5.358726501464844
sub_data/images/562430.png,a large body of water,5.930081367492676
sub_data/images/828155.png,a black and white photo of a lake,5.737794399261475
sub_data/images/222089.png,a spoon and a glass of milk,4.973900318145752
sub_data/images/551348.png,a lit match match with a matchstick,4.970592021942139
sub_data/images/198115.png,a bee on a flower,5.414853096008301
sub_data/images/650641.png,a dog with its mouth open and it's tongue out,5.497049808502197
sub_data/images/449263.png,a man in a white shirt and tie,5.312068462371826
sub_data/images/315171.png,a close up of a branch with leaves,5.250161170959473
sub_data/images/313313.png,a game board with several pieces of white and black,4.6638641357421875
sub_data/images/84003.png,a cigarette pack on a table,5.162623405456543
sub_data/images/24217.png,a boy jumping off a concrete ledge on a skateboard,4.7761077880859375
sub_data/images/183270.png,a woman is holding a knife and cutting a piece of fruit,5.130181312561035
sub_data/images/425618.png,a bottle of glue glue on a black and white background,4.56358528137207
sub_data/images/306224.png,a person wearing skis and boots in the snow,5.50949764251709
sub_data/images/277057.png,a city at night,5.590747833251953
sub_data/images/18228.png,a chain fence with a bunch of ice on it,5.413920879364014
sub_data/images/321281.png,a computer with a white screen and keyboard,4.889523983001709
sub_data/images/281311.png,a man standing on a street corner with a street sign,4.655144214630127
sub_data/images/777285.png,a close up of a sueroa plant,5.472295761108398
sub_data/images/617392.png,a man standing on a beach looking out at the ocean,5.326133728027344
sub_data/images/238211.png,a couple of tables sitting on a sidewalk,5.68975305557251
sub_data/images/3796.png,a close up of a keyboard with a blue sign,4.9644551277160645
sub_data/images/848088.png,a close up of a feather on a white background,5.156223297119141
sub_data/images/591869.png,a lion with a big mane,5.510232925415039
sub_data/images/159301.png,a tombstone with a cross on it,5.065967559814453
sub_data/images/331614.png,the sky is cloudy,6.42824649810791
sub_data/images/507723.png,two stuffed animals wearing hats and holding a red heart,4.137099266052246
sub_data/images/170809.png,a bench sitting on the side of a road next to a tree,5.552593231201172
sub_data/images/240084.png,coffee beans,5.537510871887207
sub_data/images/477143.png,a sunflower with a black background,5.385209083557129
sub_data/images/723373.png,a woman in a white dress walking on a beach,5.432279586791992
sub_data/images/531009.png,a field of blue flowers in the countryside,5.352617263793945
sub_data/images/402915.png,a white swan swimming in a lake,4.446202754974365
sub_data/images/803248.png,a wooden pier on the beach,6.175684928894043
sub_data/images/3322.png,a glass sculpture of a heart,4.422063827514648
sub_data/images/71196.png,a bakery counter,5.233036518096924
sub_data/images/732016.png,a lady bug on a leaf in the rain,5.123134613037109
sub_data/images/224957.png,a girl laying on the grass,5.160677433013916
sub_data/images/473333.png,a road with a tree in the middle,5.094738006591797
sub_data/images/488367.png,a woman sitting on the ground,5.296609878540039
sub_data/images/72288.png,a man fishing on the water,5.348827362060547
sub_data/images/407575.png,a picture of a duck and a rubber duck,5.0955400466918945
sub_data/images/337999.png,a man standing on a dock,6.251659393310547
sub_data/images/827192.png,a window with a view of a tree,5.389220237731934
sub_data/images/722292.png,a red dice sitting on top of a sheet,5.685399055480957
sub_data/images/392196.png,a large yellow - legged grasshopper on a leaf,5.292426109313965
sub_data/images/466703.png,a woman standing in front of a table full of vegetables,5.708414554595947
sub_data/images/482771.png,a picture of a car with smoke coming from it,4.703165531158447
sub_data/images/365221.png,a man and woman standing next to a tree,5.33207893371582
sub_data/images/852737.png,a digital image of a futuristic city,5.736537933349609
sub_data/images/135617.png,a plane in the sky,5.296245098114014
sub_data/images/13099.png,a fork with a red background,5.421720027923584
sub_data/images/728.png,a plate of pasta with a fork on it,5.296510219573975
sub_data/images/727497.png,a pool table with pool balls and a pool ball,4.905864238739014
sub_data/images/349062.png,a bird sitting on a branch of an olive tree,5.162546634674072
sub_data/images/132230.png,a glass of champagne on a street in the city,5.123429298400879
sub_data/images/709060.png,pink rubber ducks in a pile of white foam,5.692076206207275
sub_data/images/146726.png,a woman with long hair and a red lipstick,4.207614421844482
sub_data/images/3523.png,a close up of a sculpture with a face,4.526470184326172
sub_data/images/830954.png,leaves floating in water,6.034312725067139
sub_data/images/433647.png,a white gun on a black background,4.260791778564453
sub_data/images/458770.png,a man holding a small child in his lap,5.521915435791016
sub_data/images/907812.png,a little girl with blonde hair,5.47723388671875
sub_data/images/179269.png,a green apple with pins,5.355764389038086
sub_data/images/749051.png,a camera lens with a lens cap on top,5.8050713539123535
sub_data/images/621985.png,a tree with a lot of lightning in the sky,5.166148662567139
sub_data/images/233111.png,a woman with a headscar and a white head scarf,4.826064109802246
sub_data/images/755342.png,a close up of a flower,5.114595413208008
sub_data/images/29619.png,a pair of shoes with the words adidas,5.510515213012695
sub_data/images/869976.png,a close up of a white flowered tree,5.403322696685791
sub_data/images/764035.png,a dog with wet fur,5.480633735656738
sub_data/images/321196.png,a large rock with a small statue on top,5.843240737915039
sub_data/images/261095.png,a brown cow with large horns,5.322484016418457
sub_data/images/236120.png,a tall building with many windows and a sky background,5.821803569793701
sub_data/images/562564.png,a green praying mantis on a red rose,5.9736480712890625
sub_data/images/235992.png,a glass of beer,5.155231475830078
sub_data/images/350950.png,a crowd of people raising their hands in the air,5.28012228012085
sub_data/images/265068.png,a plate with a fork and a plate with a salad on it,5.527868747711182
sub_data/images/867095.png,a man holding a wallet full of money,5.230528831481934
sub_data/images/276067.png,a crowd of people walking down a street,5.482151031494141
sub_data/images/516426.png,a mother duck and her ducklings on a dock,6.120903968811035
sub_data/images/209789.png,a green table,5.427401542663574
sub_data/images/82304.png,a baby standing in front of a window,5.309055328369141
sub_data/images/356389.png,a man and woman are playing golf on a green field,5.487466335296631
sub_data/images/44947.png,a colorful abstract background with a curved pattern,5.356635093688965
sub_data/images/575469.png,a glass with a liquid inside,6.048551082611084
sub_data/images/863643.png,a woman with long hair,5.175114631652832
sub_data/images/577230.png,a bunch of white roses,5.362549781799316
sub_data/images/419455.png,a view of the ocean and houses from the beach,5.187199592590332
sub_data/images/818628.png,two butterflies are flying over water lilies,5.110806465148926
sub_data/images/424466.png,a building with a reflection of the sun in it,5.439789772033691
sub_data/images/80938.png,a chair and a table in a room,5.199236869812012
sub_data/images/770890.png,a pekin bird with a long beak,5.839961528778076
sub_data/images/794792.png,a field with a fog in the distance,6.20594596862793
sub_data/images/773247.png,a chair in the middle of a forest,5.47800350189209
sub_data/images/948943.png,a close up of a cat's face,5.240130424499512
sub_data/images/659405.png,a man standing on a pile of garbage,6.160807132720947
sub_data/images/133594.png,a glass of water,4.89736795425415
sub_data/images/44002.png,a pair of shoes hanging from a hook,5.425397872924805
sub_data/images/178544.png,two ducks swimming in the water at sunset,5.034511566162109
sub_data/images/260456.png,a baseball glove, a baseball glove, and a baseball ball,5.287660121917725
sub_data/images/235215.png,a dog laying on a table,5.293032169342041
sub_data/images/885079.png,a bison is smoking a lot of smoke,5.922917366027832
sub_data/images/364932.png,a row of chairs,5.128833770751953
sub_data/images/885458.png,two boys sitting on the grass,4.751929759979248
sub_data/images/762141.png,a bunch of candles sitting on a table,4.558903694152832
sub_data/images/434935.png,a close up of a plant with white and green leaves,4.55308723449707
sub_data/images/774051.png,a light that is on a black surface,5.460898399353027
sub_data/images/892608.png,a red object floating in a body of water,4.961398124694824
sub_data/images/97807.png,a store window with a neon sign that says waters bar,5.042868614196777
sub_data/images/343072.png,a purple flower with a yellow center,4.446805477142334
sub_data/images/551853.png,the sky is cloudy,5.743335723876953
sub_data/images/537118.png,a statue of an angel holding a flower,5.291693687438965
sub_data/images/236656.png,a red apple hanging from a tree branch,5.1500654220581055
sub_data/images/862298.png,a yellow train engine,5.4441142082214355
sub_data/images/464436.png,a man smoking a cigarette,5.16583251953125
sub_data/images/761735.png,a fence that is in the water,6.087155342102051
sub_data/images/595560.png,a pink flower with a bee on it,5.674708843231201
sub_data/images/126065.png,a tree in a field,4.965156078338623
sub_data/images/900615.png,a black and white photo of a building,5.597777843475342
sub_data/images/844602.png,a person walking on a wet road,4.776234149932861
sub_data/images/885897.png,a spoon full of peanut butter,5.603975772857666
sub_data/images/716176.png,a cat in a vase,5.493439674377441
sub_data/images/600471.png,a flower in a vase,5.417201995849609
sub_data/images/125375.png,a bunch of yellow flowers,5.390584468841553
sub_data/images/476521.png,ices in water,5.28438138961792
sub_data/images/344201.png,a close up of a green leaf,5.564778804779053
sub_data/images/443976.png,a beach with a fence and a sunset,5.168667793273926
sub_data/images/841886.png,a close up of a bird with a green background,6.1182451248168945
sub_data/images/848317.png,a close up of a wall with a black frame,5.18870735168457
sub_data/images/928235.png,a man standing in front of a projection screen,4.832793712615967
sub_data/images/440187.png,a bag of chips,5.296504974365234
sub_data/images/847465.png,a flower with a brown and yellow stripe,5.011346340179443
sub_data/images/43056.png,a person standing in front of a wall with white circles,4.448886871337891
sub_data/images/312783.png,a baby is sitting on the floor with a tooth,5.0534257888793945
sub_data/images/697725.png,a pigeon is flying,5.278231620788574
sub_data/images/147302.png,a glass with a flower inside of it,4.927684783935547
sub_data/images/428859.png,a large stone arch,5.638381481170654
sub_data/images/830471.png,a close up of a leaf with a blury background,5.838531494140625
sub_data/images/424128.png,leaves floating in the water with a cloudy sky in the background,5.566411972045898
sub_data/images/755658.png,a woman with blonde hair,5.473409652709961
sub_data/images/198787.png,a pine cone on the ground,4.081020355224609
sub_data/images/668968.png,a man in a tree with his hands out,5.298284530639648
sub_data/images/75267.png,a lion laying on top of a rock,4.770492076873779
sub_data/images/516659.png,a round table with chairs,5.079983711242676
sub_data/images/375739.png,a hummingbird flying near a bird feeder,5.064630508422852
sub_data/images/540931.png,a flower in a vase,5.272602081298828
sub_data/images/948798.png,a crowd of people,5.45510196685791
sub_data/images/76055.png,a close up of a blue and yellow paint,5.245527267456055
sub_data/images/3997.png,three old cars are lined up in a row,5.326922416687012
sub_data/images/566479.png,a child in a stroller at the festival,5.055240631103516
sub_data/images/95700.png,a woman sitting on a chair in a park,5.174688339233398
sub_data/images/337442.png,a hand holding a lit object in the dark,5.269290924072266
sub_data/images/204246.png,a small kitten is sitting on a tree branch,5.914889335632324
sub_data/images/91195.png,a pair of jeans,4.551624298095703
sub_data/images/924201.png,a yellow and black helicopter on a white background,4.825633525848389
sub_data/images/73544.png,a woman with red hair and a brown eye,5.765302658081055
sub_data/images/28454.png,a fire burning in the night,5.342284679412842
sub_data/images/577701.png,a close up of an elephant's face,5.475297927856445
sub_data/images/453808.png,a man with a black hat and a black shirt,5.24819278717041
sub_data/images/683778.png,two birds sitting on top of a wooden post,4.707939147949219
sub_data/images/701309.png,a little girl holding a giant losn los,5.917803764343262
sub_data/images/423842.png,a bridge over a body of water,5.8617024421691895
sub_data/images/505359.png,a ferris at a carnival with people watching,5.2746663093566895
sub_data/images/957536.png,a large building,5.413395404815674
sub_data/images/593665.png,a black and red rooster,5.294480323791504
sub_data/images/494785.png,a monkey sitting on a branch in the jungle,5.6555938720703125
sub_data/images/164148.png,a man is sitting on the ground in front of a water tower,5.564393520355225
sub_data/images/623752.png,a red car is parked in front of a mcdonald restaurant,5.24797248840332
sub_data/images/54116.png,a toy man is standing on a foo foo foo foo foo foo foo foo foo foo foo foo,4.5632123947143555
sub_data/images/393224.png,a dead tree,5.516798973083496
sub_data/images/733385.png,a man sitting on the ground,5.755226135253906
sub_data/images/548326.png,a brick wall with a window and a door,5.432194709777832
sub_data/images/429994.png,a train track,5.274193286895752
sub_data/images/663838.png,a glass filled with water and a strawberry,5.920382976531982
sub_data/images/795201.png,a bird standing on top of a wooden post,5.388186931610107
sub_data/images/863837.png,a woman with red lipstick and a red lip,5.804801940917969
sub_data/images/69342.png,a dog is looking up at the sky,5.315007209777832
sub_data/images/50308.png,a red light bulb on a white background,4.620946407318115
sub_data/images/66888.png,anemone clown in the sea,5.5737457275390625
sub_data/images/489069.png,a black and white photo of a waterfall,5.546530723571777
sub_data/images/642634.png,a man is walking past a billboard with a picture of a woman,5.147080421447754
sub_data/images/492984.png,a woman wearing a black shirt and a silver chain necklace,4.956495761871338
sub_data/images/722312.png,a man wearing a helmet and a white face mask,5.050484657287598
sub_data/images/16618.png,a black and white photo of a tire,5.33624267578125
sub_data/images/461798.png,a toy made of a robot sitting on a table,4.907707214355469
sub_data/images/686454.png,a pair of boots,5.334179878234863
sub_data/images/527435.png,a light shining through a hole in the wall,4.827980041503906
sub_data/images/426781.png,a carousel with horses and a sign that says,'the carousel is a place to be ',4.5580363273620605
sub_data/images/588213.png,a person is standing in the water at sunset,4.968225479125977
